season,team,avg_age_toi,pct_under_25,pct_over_32,pts_top1_share,pts_top3_share,pts_top6_share,pts_gini,toi_gini,toi_top4D_avg,goalie_top_start_pct,goalie_sv_pct,pp_pct,pk_pct,shots_for_pg,shots_against_pg,team_points,games_played,cap_hit_total,cap_pct_ceiling,cap_hit_top1,cap_top1_share,cap_top3_share,cap_gini,cap_fwd_pct,cap_def_pct,cap_goalie_pct
20192020,COL,25.92106209353138,0.5392902408111534,0.053231939163498096,0.1433778857837181,0.2976913730255164,0.5078979343863913,0.5255360012542625,0.40158606132550845,20.699678749999997,0.4479166666666667,,0.152466,0.828125,32.5375,31.0875,89.0,80.0,,,,,,,,,
20192020,CBJ,25.793881999538744,0.4305652477320307,0.022330774598743892,0.11153119092627599,0.277882797731569,0.48582230623818523,0.5218536976571004,0.43229224727356796,23.00895125,0.55,,,,,,,,,,,,,,,,
20192020,DAL,27.99983969878812,0.24247685185185186,0.32349537037037035,0.09292035398230089,0.26843657817109146,0.4970501474926254,0.4884112937210281,0.385837472068117,22.036882083333335,0.5208333333333334,,0.214788,0.796875,30.375,32.04166,112.0,96.0,,,,,,,,,
20192020,DET,27.056293572558186,0.5279352226720648,0.2493927125506073,0.14681440443213298,0.3850415512465374,0.6177285318559557,0.5792243767313019,0.3684423574867002,21.803907083333335,0.5774647887323944,,0.148837,0.743363,27.09859,32.80281,39.0,71.0,,,,,,,,,
20192020,EDM,26.490688089573535,0.2688904016337645,0.11436351259360109,0.16714697406340057,0.41930835734870314,0.5749279538904899,0.5905979827089338,0.3916151636456169,22.925805416666666,0.5066666666666667,,0.29493,0.83871,29.82666,31.94666,85.0,75.0,,,,,,,,,
20192020,FLA,27.678149742374426,0.21623672230652505,0.1433990895295903,0.12857142857142856,0.3349206349206349,0.5523809523809524,0.48803418803418785,0.3349885005962119,21.02514625,0.726027397260274,,,,,,,,,,,,,,,,
20192020,LAK,27.164702568564596,0.43858131487889274,0.2179930795847751,0.14657210401891252,0.3309692671394799,0.5531914893617021,0.5052097014271957,0.41234118190207125,20.516228333333334,0.84,,,,,,,,,,,,,,,,
20192020,MIN,28.284501657259398,0.2668195718654434,0.2622324159021407,0.09731543624161074,0.26677852348993286,0.47315436241610737,0.44345016157096695,0.38012109888597845,22.872755416666667,0.547945205479452,,0.205882,0.773334,30.12328,30.56164,79.0,73.0,,,,,,,,,
20192020,MTL,26.731927466414113,0.3824451410658307,0.05877742946708464,0.11775700934579439,0.30093457943925234,0.5570093457943925,0.5701579116983564,0.4605371937736247,22.132645416666666,0.8395061728395061,,,,,,,,,,,,,,,,
20192020,NSH,28.294742056089053,0.07726931732933233,0.0450112528132033,0.11714770797962648,0.28183361629881154,0.48217317487266553,0.4920567547902013,0.3696014427549421,23.028861250000002,0.5205479452054794,,,,,,,,,,,,,,,,
20192020,NJD,25.40219311689372,0.533920704845815,0.06343612334801763,0.10250569476082004,0.2847380410022779,0.5034168564920274,0.5314350797266514,0.4372446622486186,21.51339875,0.7818181818181819,,,,,,,,,,,,,,,,
20192020,NYI,27.944076330520513,0.22504327755337564,0.17599538372763993,0.10547945205479452,0.29041095890410956,0.510958904109589,0.5078538812785387,0.3692477138269308,21.454156249999997,0.6444444444444445,,,,,,,,,,,,,,,,
20192020,NYR,25.091542845237583,0.48528241845664283,0.061256961018297536,0.15569823434991975,0.37720706260032105,0.6131621187800963,0.5635880972959624,0.3844110083956025,19.573674583333332,0.4383561643835616,,,,,,,,,,,,,,,,
20192020,OTT,25.883091558318696,0.5239887111947319,0.08278457196613359,0.1116751269035533,0.3223350253807107,0.5736040609137056,0.5815355329949239,0.5155929168261899,21.71461833333333,0.43661971830985913,,0.14218,0.76087,30.61971,33.57746,62.0,71.0,,,,,,,,,
20192020,PHI,27.130172928454687,0.3781973203410475,0.15042630937880633,0.09115281501340483,0.26943699731903487,0.48257372654155495,0.5199447558696888,0.42644832963004875,21.472945833333334,0.6352941176470588,,0.183453,0.816092,30.57647,29.02352,109.0,85.0,,,,,,,,,
20192020,PIT,28.314374958020597,0.21949458483754514,0.2642599277978339,0.11591962905718702,0.28438948995363217,0.4868624420401855,0.5093218701700155,0.3696506133534547,21.75336708333333,0.5616438356164384,,0.197368,0.831684,32.02739,29.67123,88.0,73.0,,,,,,,,,
20192020,STL,28.066409535374728,0.2937249666221629,0.16622162883845126,0.10762331838565023,0.30493273542600896,0.5500747384155455,0.5601177130044843,0.43811248067247965,22.3589175,0.6875,,,,,,,,,,,,,,,,
20192020,SJS,28.38816896924735,0.2979890310786106,0.19195612431444242,0.11187214611872145,0.3219178082191781,0.5844748858447488,0.6028870231256445,0.5010759971810435,21.852122500000004,0.5714285714285714,,,,,,,,,,,,,,,,
20192020,TBL,27.091930125807128,0.2819264069264069,0.023268398268398268,0.12781954887218044,0.3147153598281418,0.5134264232008593,0.5372918904403867,0.3869487377719938,21.724465000000002,0.8105263157894737,,,,,,,,,,,,,,,,
20192020,TOR,25.745660352294408,0.5147286821705427,0.04883720930232558,0.13416536661466458,0.34321372854914195,0.5647425897035881,0.5673594685722914,0.43542157363063083,22.089853333333334,0.6785714285714286,,0.225961,0.792271,33.21333,31.89333,85.0,75.0,,,,,,,,,
20192020,VAN,26.863669426376042,0.3614147909967846,0.16591639871382638,0.1171875,0.31640625,0.54296875,0.5410590277777776,0.4178117371749859,21.478749999999998,0.57,,0.232786,0.803572,30.27906,33.96511,98.0,86.0,,,,,,,,,
20192020,VGK,28.07454773343408,0.24651162790697675,0.22034883720930232,0.10596026490066225,0.29403973509933773,0.5298013245033113,0.5305049668874173,0.3802188143253471,21.97272958333333,0.5048543689320388,,,,,,,,,,,,,,,,
20192020,WSH,29.059369658223964,0.11454046639231824,0.1419753086419753,0.11842105263157894,0.30701754385964913,0.5394736842105263,0.5181704260651627,0.3657736132426037,22.155760416666666,0.7142857142857143,,,,,,,,,,,,,,,,
20192020,WPG,26.034669060701233,0.4072553045859001,0.05612594113620808,0.11708860759493671,0.3370253164556962,0.6060126582278481,0.6180831826401447,0.44841311017450014,21.800698333333337,0.8,,,,,,,,,,,,,,,,
20202021,ANA,27.134070592663853,0.4219204655674103,0.061105722599418044,0.09593023255813954,0.2441860465116279,0.42441860465116277,0.43822674418604657,0.34869619879501124,21.14453416666667,0.625,,0.08943,0.798781,26.78571,30.57142,43.0,56.0,,,,,,,,,
20202021,ARI,27.757071992476583,0.4169215086646279,0.25178389398572887,0.10831234256926953,0.30982367758186397,0.5566750629722922,0.552225020990764,0.4148559282235167,21.317338333333335,0.48214285714285715,,0.207865,0.808384,27.46428,30.46428,54.0,56.0,,,,,,,,,
20202021,BOS,28.190262291012186,0.2841246290801187,0.228486646884273,0.1281645569620253,0.3180379746835443,0.5585443037974683,0.6435410580980203,0.4271999301530294,21.89540375,0.5223880597014925,,0.243523,0.841861,33.73134,27.71641,85.0,67.0,,,,,,,,,
20202021,BUF,25.383760357278675,0.42702702702702705,0.06378378378378378,0.12861736334405144,0.3054662379421222,0.4919614147909968,0.4730014414014856,0.37024993939594,20.530352916666665,0.4,,0.20979,0.776979,28.42857,33.73214,37.0,56.0,,,,,,,,,
20202021,CGY,27.81302330560658,0.3472931562819203,0.15832482124616956,0.11864406779661017,0.3365617433414044,0.559322033898305,0.5647491024463553,0.4402487900240035,21.47726958333333,0.9772727272727273,,,,,,,,,,,,,,,,
20202021,CAR,26.38950228767911,0.3396694214876033,0.05289256198347107,0.12274368231046931,0.29783393501805056,0.5469314079422383,0.5342960288808662,0.4064546659007078,22.79053333333333,0.47761194029850745,,0.243654,0.834863,32.82089,28.64179,90.0,67.0,,,,,,,,,
20202021,CHI,26.541309223606397,0.4751984126984127,0.10912698412698413,0.16176470588235295,0.39215686274509803,0.5588235294117647,0.5425363693864642,0.402891901737791,20.84419833333333,0.6607142857142857,,0.217142,0.768212,29.19642,33.71428,55.0,56.0,,,,,,,,,
20202021,COL,26.48458124775344,0.28115015974440893,0.0926517571884984,0.11834319526627218,0.33136094674556216,0.5369822485207101,0.623300815608508,0.49140322939350445,22.810792083333336,0.5764705882352941,,0.153846,0.789474,29.01785,32.41071,48.0,56.0,,,,,,,,,
20202021,CBJ,26.025445337179754,0.35403726708074534,0.016563146997929608,0.11796246648793565,0.3002680965147453,0.5040214477211796,0.5137075153506876,0.3970293439089234,23.33667125,0.5535714285714286,,,,,,,,,,,,,,,,
20202021,DAL,27.758208612067964,0.2991202346041056,0.1603128054740958,0.12056737588652482,0.32860520094562645,0.5673758865248227,0.4738134206219311,0.3307603358983213,22.830379999999998,0.5714285714285714,,0.235668,0.79085,30.33928,27.10714,60.0,56.0,,,,,,,,,
20202021,DET,27.942233267826605,0.3581780538302277,0.2236024844720497,0.10778443113772455,0.25449101796407186,0.4251497005988024,0.37082976903336173,0.31436869678613655,19.30277208333333,0.5178571428571429,,0.114093,0.787097,27.28571,31.89285,48.0,56.0,,,,,,,,,
20202021,EDM,26.924205261956526,0.2701252236135957,0.05992844364937388,0.20961538461538462,0.475,0.6692307692307692,0.6122015915119363,0.37380331160113234,21.905954583333333,0.5666666666666667,,0.27027,0.817074,30.55,30.91666,72.0,60.0,,,,,,,,,
20202021,FLA,27.224243617316006,0.25546218487394956,0.12773109243697478,0.12305025996533796,0.30329289428076256,0.4904679376083189,0.5195515597920277,0.3615783690587433,21.986744583333337,0.5161290322580645,,,,,,,,,,,,,,,,
20202021,LAK,25.931149981635603,0.5131450827653359,0.10223953261927946,0.13404825737265416,0.30831099195710454,0.5281501340482574,0.5375767534376892,0.4070530080645838,21.244859166666668,0.5714285714285714,,,,,,,,,,,,,,,,
20202021,MIN,28.667890854845847,0.22241835834068843,0.2082965578111209,0.10693069306930693,0.26534653465346536,0.45544554455445546,0.47224308637760326,0.4035396452059272,22.28368625,0.6349206349206349,,0.176136,0.8125,27.92063,30.63492,81.0,63.0,,,,,,,,,
20202021,MTL,28.410296441470095,0.200944032366824,0.200944032366824,0.10229276895943562,0.2874779541446208,0.4497354497354497,0.4862764550264551,0.38410267531150155,22.645716250000003,0.6025641025641025,,,,,,,,,,,,,,,,
20202021,NSH,27.609106328585945,0.24890829694323144,0.016593886462882096,0.08486238532110092,0.23853211009174313,0.4243119266055046,0.5217562254259502,0.40983086006512526,23.30418125,0.6612903225806451,,,,,,,,,,,,,,,,
20202021,NJD,24.263396289570416,0.6497641509433962,0.0,0.10086455331412104,0.276657060518732,0.5072046109510087,0.43827089337175784,0.365989714527581,20.999508750000004,0.625,,,,,,,,,,,,,,,,
20202021,NYI,28.967161095491388,0.20737647877522616,0.1906750173973556,0.10260869565217391,0.2643478260869565,0.4834782608695652,0.49065918653576435,0.4041324478988879,21.57472166666667,0.6533333333333333,,,,,,,,,,,,,,,,
20202021,NYR,25.46190236961737,0.44251626898047725,0.014099783080260303,0.13615023474178403,0.3685446009389671,0.6032863849765259,0.5605298457411132,0.39479171967234694,20.26768625,0.5535714285714286,,,,,,,,,,,,,,,,
20202021,OTT,25.169474630847887,0.49192680301399355,0.024757804090419805,0.09326424870466321,0.27461139896373055,0.5181347150259067,0.5360187197058333,0.46577324646608487,20.941014583333335,0.44642857142857145,,0.155172,0.789474,29.69642,32.125,51.0,56.0,,,,,,,,,
20202021,PHI,26.824488294555454,0.49682875264270615,0.11945031712473574,0.1016548463356974,0.3049645390070922,0.5721040189125296,0.5914105594956658,0.44871457908588464,21.652112916666667,0.4642857142857143,,0.191616,0.730539,30.21428,29.21428,58.0,56.0,,,,,,,,,
